,headline,excerpt,share_text
22130,laughed comedy sketch horrified realized funny,"This magic hoodie would never work in real life, but don't we want a world where it doesn't need to?",The fact that you get the joke means you know there is something really wrong with the way they're treated.
22131,seems like work camera pulls back damn,Things that matter. Pass 'em on.,[gasp]. Really?
22132,seems like work camera pulls back damn,In-credible.,[gasp]. Really?
22133,seems like work camera pulls back damn,This is beautiful.,[gasp]. Really?
22134,seems like work camera pulls back damn,So cool.,[gasp]. Really?
22135,kids cute make mad take revenge cute way,Things that matter. Pass 'em on.,
22136,starts video bunch raw eggs scrambled gets point,Things that matter. Pass 'em on.,
22137,female news anchor priceless viewer get journalism,Things that matter. Pass 'em on.,
22138,starts video bunch raw eggs scrambled gets point,"They don't look all that appealing, but they're relevant. ",
22139,kids today depressed great depression,"By the end, I realized that I'm contributing to the problem. ",Our children are paying a very high price for our actions — actions that we can change. 
22140,studied else would rest history literally,Things that matter. Pass 'em on.,"In the 1950s, professors said her interest was an exotic specialty. Wait until you hear what it is."
22141,pranked people supermarket horrified reactions say lot,Things that matter. Pass 'em on.,
22142,kids today depressed great depression,"The world might be better for adults, but it's worse for kids. ",Our children are paying a very high price for our actions — actions that we can change. 
22143,fictional approach accidental racism many people actually need,Things that matter. Pass 'em on.,
22144,facts ebola much interesting panic ebola,Things that matter. Pass 'em on.,
22145,seems like work camera pulls back damn,This man's dedication is just beautiful.,[gasp]. Really?
22146,kid skin falls moves wrong fact cracks jokes kind impressive,Things that matter. Pass 'em on.,He has a disease that some call 'diabolical' and yet he still grins like an angel.
22147,kid skin falls moves wrong fact cracks jokes kind amazing,Things that matter. Pass 'em on.,He has a disease that some call 'diabolical' and yet he still grins like an angel.
22148,kid skin falls moves wrong still crack jokes funny jokes,Things that matter. Pass 'em on.,He has a disease that some call 'diabolical' and yet he still grins like an angel.
22149,want help people important wrong,Things that matter. Pass 'em on.,
22150,got fired found phone family stood behind anyway,Things that matter. Pass 'em on.,
22151,killed man went prison spent years solitary confinement,Things that matter. Pass 'em on.,
22152,worst things done define trust speaks experience,Things that matter. Pass 'em on.,
22153,worst things done define trust killed someone,Things that matter. Pass 'em on.,
22154,infographic made happy kids parents love,Things that matter. Pass 'em on.,
22155,let gay people families dreaming wonderful things happened,Things that matter. Pass 'em on.,
22156,halloween costumes go wrong go wrong,Things that matter. Pass 'em on.,
22157,grandma told pretty amazing story think want hear enjoy breathing,Things that matter. Pass 'em on.,A letter to every science-denying human on the planet who thinks plugging your ears is a good idea. - Adam Mordecai
22158,grandma told pretty amazing story think want hear enjoy breathing,Things that matter. Pass 'em on.,What the ancient gods can teach us about the science we need to learn from today.
22159,grandma told pretty amazing story think want hear enjoy breathing,A letter to every science-denying human on the planet who thinks plugging your ears is a good idea.,
22160,job security might depend upon date safe california state,Things that matter. Pass 'em on.,
22161,tired people panicking ebola guy came armed facts,Things that matter. Pass 'em on.,
22162,love love children hate go,Things that matter. Pass 'em on.,
22163,love love children hate go,Things that matter. Pass 'em on.,
22164,went back showed someone infographic call crazy,Things that matter. Pass 'em on.,The new type of family that's finally becoming old news.
22165,frustrating world rich kids even need try,Things that matter. Pass 'em on.,
22166,frustrating world rich kids need try poor kid trying matter,Things that matter. Pass 'em on.,
22167,theory evolution makes pretty bold claims nature know true,Things that matter. Pass 'em on.,
22168,important reason check tags clothing get size,Things that matter. Pass 'em on.,
22169,living future killer one way stop killing,Things that matter. Pass 'em on.,
22170,important reason check tags clothing get size,Things that matter. Pass 'em on.,
22171,halloween costumes supposed scary costumes probably take cake,Things that matter. Pass 'em on.,
22172,guy going make point london subway system blow away,This man has a tough time getting to work. After I realized how many other people must have the problem? Furious.,"You might not understand this in the beginning, but at 1:50, it will all make perfect sense."
22173,lot people jail reasons,Things that matter. Pass 'em on.,You don't have to be great at math to figure out that something isn't right here. 
22174,graceful mom came perfect reply people rudely asked baby,Things that matter. Pass 'em on.,
22175,single largest employer african american men,"If you like history rich and detailed, I’ve got something for you. It’s about traveling by train. While black.",
22176,hilarious realize education,Things that matter. Pass 'em on.,
22177,hilarious realize actually sticking kids classroom,Things that matter. Pass 'em on.,
22178,put away flashcards get fingerpaints,Things that matter. Pass 'em on.,
22179,seconds teach win every argument ever,Things that matter. Pass 'em on.,They won't see it coming!
22180,bro answer awful oppression white dudes face hilarious,Things that matter. Pass 'em on.,
22181,bro answer awful oppression white dudes face hilarious,Things that matter. Pass 'em on.,
22182,think woman wrong things think men right thing,Things that matter. Pass 'em on.,
22183,ever wondered woman would reluctant accept help men,Things that matter. Pass 'em on.,
22184,men ever wondered woman would reluctant accept help watch,Things that matter. Pass 'em on.,
22185,disney princesses great role models right eh hem let see life skills action,I'd rather be a queen anyway.,"We romanticize fairytales but this shows how these silly ""role models"" make no sense to real women."
22186,disney princesses great role models right eh hem let see life skills action,"Not only do I not wish to be a princess, I don't even wanna hang out with one. ","We romanticize fairytales but this shows how these silly ""role models"" make no sense to real women."
22187,special effects stunning real event inspired truly astonishing,Things that matter. Pass 'em on.,
22188,special effects stunning real mission inspired truly astonishing,Things that matter. Pass 'em on.,
22189,special effects stunning real event inspired truly astonishing,Things that matter. Pass 'em on.,
22190,priest starts sermon lie gay people awesome lady interrupts,Things that matter. Pass 'em on.,"A priest says being gay is wrong, so this grandmother takes him to church."
22191,matter look like much money make happen,Things that matter. Pass 'em on.,
22192,famous actor poignant response reporter tells weird finds sexy,Things that matter. Pass 'em on.,Daniel Radcliffe has some thoughts on sexualization and double standards that you really should hear.
22193,special effects stunning real event inspired truly astonishing,Things that matter. Pass 'em on.,
22194,dad perfect response daughter halloween costume idea,Things that matter. Pass 'em on.,
22195,dad perfect response daughter halloween costume idea,Things that matter. Pass 'em on.,
22196,someone panic attack,Things that matter. Pass 'em on.,
22197,someone panic attack,Things that matter. Pass 'em on.,
22198,someone panic attack,Things that matter. Pass 'em on.,
22199,best part jim carrey halloween snl sketch happened even appeared stage,Things that matter. Pass 'em on.,
22200,take snl sketch halloween entirely seriously really good reason,Things that matter. Pass 'em on.,
22201,someone panic attack,Things that matter. Pass 'em on.,
22202,panic attack,Things that matter. Pass 'em on.,
22203,fundamental american right taken away people staggering scale w f,Things that matter. Pass 'em on.,
22204,definitely panic attack,Things that matter. Pass 'em on.,
22205,already touched tall guy deep voice spoke fight back tears,Things that matter. Pass 'em on.,
22206,floppy ears soulful eyes adorable babies something else people stop taking,Things that matter. Pass 'em on.,
22207,ridiculous ways state might trying stop voting,Things that matter. Pass 'em on.,
22208,lot people already seen jim carrey clip see saw,Things that matter. Pass 'em on.,
22209,lot people already seen jim carrey clip see saw,Things that matter. Pass 'em on.,
22210,lot people already seen jim carrey clip see saw,Things that matter. Pass 'em on.,
22211,lot people already seen jim carrey clip see saw,Things that matter. Pass 'em on.,
22212,lot people already seen jim carrey clip see saw,Things that matter. Pass 'em on.,
22213,lot people already seen jim carrey clip see saw,Things that matter. Pass 'em on.,
22214,bet wake today thinking fall love baby sea turtles,Things that matter. Pass 'em on.,
22215,went wearing shirt jeans nyc probably guess go pro captured,100+ instances of harassment in 10 hours? Sounds about right.,A woman takes a camera out on the street to make a point... 100+ men prove her right.
22216,biggest influences form unlikely pair bill gates malcolm x,Things that matter. Pass 'em on.,
22217,neil degrasse wants make example,Things that matter. Pass 'em on.,
22218,bizarre reason want new photos look instantly old,Things that matter. Pass 'em on.,
22219,secret behind instagram success brains,Things that matter. Pass 'em on.,
22220,understand talk sexism video games,Things that matter. Pass 'em on.,
22221,women dress sexy halloween normal men funny,Things that matter. Pass 'em on.,
22222,images make look domestic violence wildly different perspective,Things that matter. Pass 'em on.,
22223,scared ebola watched guy explain first,Things that matter. Pass 'em on.,
22224,women never met significant thing common,#PromotedPost Things that matter. Pass 'em on.,
22225,excuse jump joy real talk touching vid,#PromotedPost Things that matter. Pass 'em on.,
22226,strangers things common amazing real conversations get,#PromotedPost Things that matter. Pass 'em on.,
22227,video games feature unrealistic portrayals women men way,Things that matter. Pass 'em on.,
22228,broke heart seeing daughter facebook page asking someone please friend,People need to stop doing this. ,I hope everyone I care about will think twice about doing it after seeing this. 
22229,broke heart seeing daughter facebook page asking someone please friend,This is super important. Help her get the word out. ,I hope everyone I care about will think twice about doing it after seeing this. 
22230,raising brains science says violin paint brush pair taps required tools,Things that matter. Pass 'em on.,
22231,women never met significant thing common,#PromotedPost Women who are strangers to each other show us how the mommy wars should work. Spoiler: they don't play.,
22232,spectacularly wonderful way launch save bees program imagine,Things that matter. Pass 'em on.,
22233,better reminder live moment catchy music video ingrid michaelson,Things that matter. Pass 'em on.,
22234,american bosses getting away telling employees work,Things that matter. Pass 'em on.,
22235,already touched tall guy deep voice spoke fight back tears,Things that matter. Pass 'em on.,Every kid deserves to feel this way.
22236,annoyed people talk white male privilege whatever think trying guilt,Things that matter. Pass 'em on.,
22237,super gay map america makes feel awful live north carolina state,Things that matter. Pass 'em on.,
22238,always dreamed interrupting teacher history class brilliant,Things that matter. Pass 'em on.,
22239,always dreamed interrupting teacher history class brilliant,Things that matter. Pass 'em on.,
22240,always dreamed interrupting teacher history class brilliant,Things that matter. Pass 'em on.,
22241,listen neil degrasse tyson open fights racial stereotypes,Things that matter. Pass 'em on.,
22242,chart tells everything need know art science school,Things that matter. Pass 'em on.,"We need more engineers, so let's get out the guitars!"
22243,wants tell feels gets awkward fast,Things that matter. Pass 'em on.,Um...Nice try?
22244,wants tell feels gets awkward fast,It's hard to talk about.,Um...Nice try?
22245,local news ask convinced stick astrophysics,Things that matter. Pass 'em on.,
22246,coolest women america today enter animated fairytale world pretty though,Things that matter. Pass 'em on.,
22247,bunch celebrities made adorable serious video everyone talking,Things that matter. Pass 'em on.,
22248,taylor swift redefining common word saying lot yay,Things that matter. Pass 'em on.,Don't like learning from a girl like her? That's exactly why she's helping you learn.
22249,like alzheimer could barely last minutes trying find,Things that matter. Pass 'em on.,
22250,experienced horrific appalling even reason know,Things that matter. Pass 'em on.,"If *just* the words ""Female Genital Mutilation"" make you uncomfortable, imagine their struggle. "
22251,thank dad mom raised,Things that matter. Pass 'em on.,"He owes it all to his father, but not quite in the way I was expecting."
22252,conspiracy theorist learning movie ratings reaching tin foil,Things that matter. Pass 'em on.,"They told me how the movie ratings happen and I was like ""nah-un!"""
22253,conspiracy theorist learning movie ratings reaching tin foil,The secretive agency policing all your movies is hiding in plain sight.,"They told me how the movie ratings happen and I was like ""nah-un!"""
22254,watch family member say right camera think,Things that matter. Pass 'em on.,
22255,mom says really thinks daughter lovely,Things that matter. Pass 'em on.,
22256,simplest primer ptsd signs seen day,Things that matter. Pass 'em on.,
22257,nervous war veteran life major symptoms ptsd explained,Things that matter. Pass 'em on.,
22258,beautiful haunting devastating words images describe life bipolar,Things that matter. Pass 'em on.,
22259,hearing describe bipolar beautiful devastating way kinda get,We all have something to deal with. Let's not judge. ,It would be great if people stopped making fun of those with bipolar and start to understand what they go through. 
22260,hearing describe bipolar beautiful devastating way kinda get,Having support is half the battle. ,It would be great if people stopped making fun of those with bipolar and start to understand what they go through. 
22261,hearing describe bipolar beautiful devastating way kinda get,Things that matter. Pass 'em on.,It would be great if people stopped making fun of those with bipolar and start to understand what they go through. 
22262,hearing describe bipolar beautiful devastating way kinda get,"A little compassion goes a long way.
",It would be great if people stopped making fun of those with bipolar and start to understand what they go through. 
22263,crucial thing kids need know painful tell,Things that matter. Pass 'em on.,
22264,crucial rules kids need follow help victim,Things that matter. Pass 'em on.,
22265,came home war much say wanted talk thing want,Things that matter. Pass 'em on.,
22266,legally obligated let know lesbian hearing like woman,Things that matter. Pass 'em on.,
22267,legally obligated let know lesbian hearing like woman,Things that matter. Pass 'em on.,
22268,got minutes wildly inspired seriously good stuff,Things that matter. Pass 'em on.,
22269,one wanted touch golf ball sized lump foot loss,Things that matter. Pass 'em on.,"She thinks she might be turning into glass. Or at least, that’s what she told the empty room."
22270,one make tired sick blind dead nearly perfect,Things that matter. Pass 'em on.,
22271,one best parts song little gay people gay,Things that matter. Pass 'em on.,
22272,one best parts song little gay people gay,Things that matter. Pass 'em on.,
22273,look much care dogs tell need everywhere,Things that matter. Pass 'em on.,
22274,look much care dogs tell need everywhere,Things that matter. Pass 'em on.,I'm so psyched about how many happy dogs these people are helping.
22275,good excuses vote good excuses vote get everyone know vote,Things that matter. Pass 'em on.,
22276,eight kids fancy clothes cute accents one heck serious point make,Things that matter. Pass 'em on.,
22277,reading ways seduce man sleep sounds appealing may like,Things that matter. Pass 'em on.,
22278,hard funny scary talking relationships nails,Things that matter. Pass 'em on.,
22279,women believe read improve,Things that matter. Pass 'em on.,
22280,watch corrupt human jumpsuit walk slow mo like owns place actually,Things that matter. Pass 'em on.,"Give him 1 minute, and I promise he'll make you rage laugh. (Yes, I’m making that a thing.)"
22281,something dark happens behind scenes whenever pet store puppy finds new home,Things that matter. Pass 'em on.,Creepy.
22282,reading ways seduce man sleep sounds appealing may like,Things that matter. Pass 'em on.,
22283,reading ways seduce man sleep sounds appealing may like,Things that matter. Pass 'em on.,
22284,reading ways seduce man sleep sounds appealing may like,Things that matter. Pass 'em on.,
22285,watching kid pretend president obama funny message much,Things that matter. Pass 'em on.,
22286,watching kid pretend president obama funny message much,Things that matter. Pass 'em on.,"Eight kids imitate world leaders, and it's HILARIOUS. But the stats that inspired the vid are definitely not funny."
22287,sometimes ya need heartwarming dog video make day better,Things that matter. Pass 'em on.,
22288,like think issue members body,Things that matter. Pass 'em on.,
22289,gay folks want tell people treat church pretty nice,Things that matter. Pass 'em on.,
22290,video posted went big realized power,Things that matter. Pass 'em on.,
22291,video posted realized power stopping,Things that matter. Pass 'em on.,
22292,made brave decision speak convincing women,Things that matter. Pass 'em on.,
22293,women like supposed talk talking anyway,Things that matter. Pass 'em on.,
22294,turn prison industry needs bodies things go screwy,Things that matter. Pass 'em on.,
22295,told daughter might quit job never forget year old reply,Things that matter. Pass 'em on.,I hope whoever planned that silly mother's breakfast at school sees this video. 
22296,totally right cartoon villains never un see,Things that matter. Pass 'em on.,This completely went over my head as a kid. I'm so glad it did.
22297,neil gaiman went place people want talk talked,Things that matter. Pass 'em on.,3 million refugees would greatly appreciate it if you learned about what the hell is going on.
22298,really cool interactive map got lot less cool realized illustrating,Things that matter. Pass 'em on.,
22299,funny fact wielding adults explain ebola year olds understand,Things that matter. Pass 'em on.,
22300,adorably honest reactions future humanitarians worth seeing,Things that matter. Pass 'em on.,
22301,things explained simply sweetly super easy know supposed,Things that matter. Pass 'em on.,
22302,kids people help people bola tugboat real quote watch laugh,Things that matter. Pass 'em on.,
22303,one kid helped mom make poverty selling things,He was the first one to go to college in his family. Here’s how he made it.,
22304,omg tell words bullsh right face satisfying,Things that matter. Pass 'em on.,
22305,take prisons make privately owned add tons cash stir terrifying recipe,Things that matter. Pass 'em on.,
22306,feels like gay straight,Things that matter. Pass 'em on.,
22307,feels like gay straight,Things that matter. Pass 'em on.,
22308,spent years counting isolation probably go little mad,Things that matter. Pass 'em on.,
22309,country terrifying thing year olds u,Things that matter. Pass 'em on.,
22310,pics baby bird rescue moving delight sure anything,Things that matter. Pass 'em on.,
22311,country terrifying thing year olds u,Things that matter. Pass 'em on.,The government wanted to scarily punish one young teen. An amazing lawyer disagreed.
22312,country terrifying thing year olds u,Things that matter. Pass 'em on.,"He asked for the suspect to be tried as a rich white dude. Hilarious, or too true to be funny?"
22313,would spending years alone make go mad,Things that matter. Pass 'em on.,
22314,find picking good book like personal therapy session,Things that matter. Pass 'em on.,
22315,people laugh hear founding father name end feet,Things that matter. Pass 'em on.,
22316,might call person man lipstick well respect,Things that matter. Pass 'em on.,
22317,might call person man lipstick well respect,Things that matter. Pass 'em on.,
22318,might call person man lipstick well respect,Things that matter. Pass 'em on.,
22319,might call person man lipstick well respect,Things that matter. Pass 'em on.,
22320,might call person man lipstick well respect,Things that matter. Pass 'em on.,
22321,might call person man lipstick well respect,Things that matter. Pass 'em on.,
22322,one worst disappearing acts seen nothing magic,Things that matter. Pass 'em on.,
22323,nothing magic horrible disappearing act fact killing people,Things that matter. Pass 'em on.,
22324,knew refugee camps created wartime victims cause well aware,Things that matter. Pass 'em on.,
22325,man concern robbed women raped something,Things that matter. Pass 'em on.,
22326,one funniest pranks seen internet teaches lesson want see,Things that matter. Pass 'em on.,
22327,funny butcher gives us look actually made,Things that matter. Pass 'em on.,
22328,happy everything confronted inside,Things that matter. Pass 'em on.,
22329,really funny interpretation like happily disconnected,Things that matter. Pass 'em on.,
22330,took photo public help notice people checking,Things that matter. Pass 'em on.,
22331,took photo public help notice people checking,Things that matter. Pass 'em on.,
22332,took photo public help notice people checking,Things that matter. Pass 'em on.,
22333,took photo public help notice people checking,Things that matter. Pass 'em on.,
22334,appearance caused others look refocusing gaze,Things that matter. Pass 'em on.,
22335,listen happens hidden camera focuses viewer,Things that matter. Pass 'em on.,
22336,body appearance made gazers focus series,Things that matter. Pass 'em on.,
22337,first glance odd couple listening seconds changes,This is one of the best things I've ever found on the internet. Period.,They way he speaks. The way she looks at him and plays. Ugh... Does it get any better than this?
22338,way speaks way looks plays ugh get better,"At first glance, they're an odd couple. But listening to them for just 5 seconds changes that.",This is one of the best things I've ever found on the internet. Period.
22339,one best things ever found internet period,"At first glance, they're an odd couple. But listening to them for just 5 seconds changes that.",They way he speaks. The way she looks at him and plays. Ugh... Does it get any better than this?
22340,check stunning photos comet landed,Things that matter. Pass 'em on.,Oh nothing. Just the coolest thing ever. No big deal.
22341,saudi arabia hollywood showing face standing women,Things that matter. Pass 'em on.,
22342,one worst disappearing acts seen nothing magic,"I knew refugee camps were created for wartime victims, but there's another cause I wouldn't have ever considered. ",
22343,one worst disappearing acts seen nothing magic,"I knew refugee camps were created for wartime victims, but there's another cause I wouldn't have ever considered. ",It's causing some people to murder other people out of desperation. And it's partly our fault.
22344,one worst disappearing acts seen nothing magic,"I knew refugee camps were created for wartime victims, but there's another cause I wouldn't have ever considered. ","Now you see it, now you don't. In its place is suffering."
22345,saudi arabia hollywood get pop song women rights head,Things that matter. Pass 'em on.,
22346,saudi arabia hollywood get powerful song women head,Things that matter. Pass 'em on.,
22347,saudi arabia hollywood powerful song women makes wanna get dance,Things that matter. Pass 'em on.,
22348,saudi arabia hollywood showing face standing women,Things that matter. Pass 'em on.,
22349,saudi arabia hollywood powerful words women stayed head day,Things that matter. Pass 'em on.,
22350,saudi arabia hollywood powerful lyrics women stayed head day,Things that matter. Pass 'em on.,
22351,saudi arabia hollywood standing women powerful lyrics,Things that matter. Pass 'em on.,
22352,saudi arabia hollywood showing face standing women,Things that matter. Pass 'em on.,
22353,saudi arabia hollywood get pop song women rights head,Things that matter. Pass 'em on.,
22354,saudi arabia hollywood showing face standing women,Things that matter. Pass 'em on.,
22355,saudi arabia hollywood showing face standing women,Things that matter. Pass 'em on.,
22356,saudi arabia hollywood showing face standing women,Things that matter. Pass 'em on.,
22357,friendly neighbor started friendly wanted,Things that matter. Pass 'em on.,
22358,friendly til neighbor friendly wanted,Things that matter. Pass 'em on.,
22359,friendly one lady friendly wanted,Things that matter. Pass 'em on.,
22360,wow really um friendly friendly looks like woman,Things that matter. Pass 'em on.,
22361,landed comet st time ever went,Things that matter. Pass 'em on.,
22362,john oliver chugs vodka prove point america horrible education scam,Things that matter. Pass 'em on.,
22363,john oliver chugs vodka prove point america horrible education scam,Things that matter. Pass 'em on.,"What if every time you did a shot, your kid's school got more money? It'd look like this."
22364,john oliver chugs vodka prove point america horrible education scam,Things that matter. Pass 'em on.,The lottery gets the John Oliver smackdown it deserves and teaches me an awful thing about education.
22365,john oliver chugs vodka prove point america horrible education scam,Things that matter. Pass 'em on.,"You know how state lotteries fund education? Yea, that's actually not as true as you thought."
22366,john oliver chugs vodka prove point america horrible education scam,Things that matter. Pass 'em on.,"If you think playing the lottery helps education, I have some awful to teach you."
22367,john oliver chugs vodka prove point america horrible education scam,Things that matter. Pass 'em on.,"John Oliver explains how winning the lottery is awful. Also, the lottery is awful."
22368,john oliver chugs vodka prove point america horrible education scam,Things that matter. Pass 'em on.,"If you think the lottery helps fund education, you're wrong. And being lied to."
22369,talking sheer denying one crop completely smokes others,Things that matter. Pass 'em on.,
22370,every day eat good stuff farmers grow big crop usually eat,Things that matter. Pass 'em on.,
22371,feels like grassroots thing may something less touchy feely behind legalizing pot,Things that matter. Pass 'em on.,
22372,bong bowl rice may sound like stoner dinner recipe big,Things that matter. Pass 'em on.,
22373,injured vet gets hear service dog really thinks,Things that matter. Pass 'em on.,They pretend the dog is talking but you can believe he'd say every word.
22374,disabled vet gets hear service dog really thinks,Things that matter. Pass 'em on.,
22375,amputee vet gets hear service dog really thinks,Things that matter. Pass 'em on.,
22376,service dog really thinks injured vet owns,Things that matter. Pass 'em on.,
22377,busy thinking black friday history made million miles away,Science that matters. Pass it on.,"Pardon my french, but HOLY $#!%. THIS IS AMAZING!"
22378,statistics need posted world grocery store aisles,Things that matter. Pass 'em on.,
22379,statistics need posted world grocery store aisles,Things that matter. Pass 'em on.,
22380,statistics need posted world grocery store aisles,Things that matter. Pass 'em on.,
22381,unnerving facts consider next time check fridge,Things that matter. Pass 'em on.,
22382,may know food statistic know bad help,Things that matter. Pass 'em on.,
22383,time get past point shock move stat,Things that matter. Pass 'em on.,
22384,troubling facts definitely hung every grocery store kitchen,Things that matter. Pass 'em on.,
22385,puts rock ground covers dirt lose story,Things that matter. Pass 'em on.,
22386,stories exactly perspective need veterans day,Things that matter. Pass 'em on.,
22387,stories veterans gutted first hard watch rd beautiful,Things that matter. Pass 'em on.,
22388,stories veterans gutted first hard watch rd beautiful,Things that matter. Pass 'em on.,A powerful reminder for Veteran's Day.
22389,stories veterans gutted first hard watch rd beautiful,Things that matter. Pass 'em on.,Some much-needed honesty for Veterans Day.
22390,troubling facts definitely hung every grocery store kitchen,Things that matter. Pass 'em on.,
22391,troubling facts definitely hung every grocery store kitchen,Things that matter. Pass 'em on.,
22392,many news outlets continue fail comes talking female rapists,Things that matter. Pass 'em on.,
22393,ex cheerleader raped year old boy many news outlets know talk,Things that matter. Pass 'em on.,
22394,ex cheerleader raped year old boy press idea talk,Things that matter. Pass 'em on.,
22395,ex cheerleader raped year old boy people full fail talking victim,Things that matter. Pass 'em on.,
22396,haunting look happens make kids behave,Things that matter. Pass 'em on.,
22397,haunting look happens make kids behave,Things that matter. Pass 'em on.,
22398,troubling facts definitely hung every grocery store kitchen,Things that matter. Pass 'em on.,"You may know this food statistic, but do you know just how bad it is? Or how we can all help?"
22399,deployed afghanistan thing thing make people smile,Things that matter. Pass 'em on.,There's a hilarious dog moment at 1:50 that will make you totally get why he's so great for the soldiers.
22400,launched space twitter exist philae made glad,Science that matters. Pass it on.,"Pardon my french, but HOLY $#!%. THIS IS AMAZING!"
22401,check stunning photos comet landed,Things that matter. Pass 'em on.,Absolutely stunning.
22402,calvin klein model became famous overnight size plus size size,Things that matter. Pass 'em on.,Myla Dalbesio isn't like the other Calvin Klein models. But she's not plus-size either.
22403,calvin klein model became famous overnight size plus size size,Things that matter. Pass 'em on.,She's a size 10. But that's not as important as what she's got to say about it.
22404,everything need know landing comet million miles away minutes,Things that matter. Pass 'em on.,
22405,people afraid little orphan pup wants pampered,Things that matter. Pass 'em on.,
22406,hey divided america found thing agree hatred bloodsuckers,Things that matter. Pass 'em on.,
22407,miracle keep clothes day,Things that matter. Pass 'em on.,
22408,miracle keep clothes day,Things that matter. Pass 'em on.,
22409,miracle keep clothes day,Things that matter. Pass 'em on.,
22410,miracle keep clothes day,Things that matter. Pass 'em on.,
22411,miracle keep clothes day,Things that matter. Pass 'em on.,
22412,feels like gay straight never thought way,Things that matter. Pass 'em on.,
22413,folks florida figured help end corruption went around politicians,Things that matter. Pass 'em on.,
22414,tiny country people disappear,Things that matter. Pass 'em on.,
22415,enjoy lasts according government gonna gone,Things that matter. Pass 'em on.,
22416,new kind economic trend people use order survive,Things that matter. Pass 'em on.,
22417,folks florida figured help end corruption went around politicians,Things that matter. Pass 'em on.,
22418,folks florida figured help end corruption went around politicians,Things that matter. Pass 'em on.,
22419,folks florida figured help end corruption went around politicians,Things that matter. Pass 'em on.,
22420,folks florida figured help end corruption went around politicians,Things that matter. Pass 'em on.,
22421,folks florida figured help end corruption went around politicians,Things that matter. Pass 'em on.,
22422,suddenly future looks lot brighter reasons,Things that matter. Pass 'em on.,
22423,started little surprise ended,Things that matter. Pass 'em on.,
22424,started little surprise ended,Things that matter. Pass 'em on.,His mom was a hustler. He’s a criminal. But that’s not what people learn when they meet him.
22425,started little surprise ended,Things that matter. Pass 'em on.,"Some fathers and sons go there, but they'd both turn back if they could."
22426,started little surprise ended,Things that matter. Pass 'em on.,"At first he couldn’t read, write, or be part of society, but she still believed in him. "
22427,college drop start completely boy ever,Things that matter. Pass 'em on.,
22428,college drop start completely boy ever,Things that matter. Pass 'em on.,Elizabeth Warren gets it.
22429,miracle keep clothes day,Things that matter. Pass 'em on.,
22430,miracle keep clothes day,Things that matter. Pass 'em on.,
22431,miracle keep clothes day,Things that matter. Pass 'em on.,
22432,miracle keep clothes day,Things that matter. Pass 'em on.,
22433,companies benefit call sharing economy working people call something else,Things that matter. Pass 'em on.,
22434,nancy pelosi stepping stop asking tell,Things that matter. Pass 'em on.,
22435,huge difference treat male versus female politicians,Things that matter. Pass 'em on.,
22436,got asked question male co worker got asked response one kind,Things that matter. Pass 'em on.,
22437,whether like hope like nancy pelosi say women politics,Things that matter. Pass 'em on.,
22438,college drop start completely boy ever,Things that matter. Pass 'em on.,The Democratic party just got a fierce new leader. Elizabeth Warren. 
22439,college drop start completely boy ever,Things that matter. Pass 'em on.,Wow. Talk about humble beginnings. 
22440,check stunning photos comet landed,Things that matter. Pass 'em on.,
22441,looking job growing sector,Things that matter. Pass 'em on.,
22442,smile big page good news,Things that matter. Pass 'em on.,
22443,might able terraform planets possible,Things that matter. Pass 'em on.,
22444,sun wind waves need,Things that matter. Pass 'em on.,
22445,patrick thought never able communicate watch find wrong,Things that matter. Pass 'em on.,"Patrick, born deaf, thought he was never going to connect to anyone ever. See him proved wrong."
22446,patrick thought never able communicate watch find wrong,Things that matter. Pass 'em on.,Watching him learn how to communicate after 15 years of silence will give you all the feelings.
22447,patrick thought never able communicate watch find wrong,Things that matter. Pass 'em on.,At the beginning of this video Patrick’s condition is heartbreaking. By the end? Just you watch.
22448,patrick thought never able communicate watch find wrong,Things that matter. Pass 'em on.,Watch what happens when a deaf teenager learns to sign for the first time.
22449,patrick thought never able communicate watch find wrong,Things that matter. Pass 'em on.,A teacher in Uganda begins a lesson that will completely change the lives of his students.
22450,conservative liberal independent paused long enough get people working together,Things that matter. Pass 'em on.,
22451,folks florida figured help end corruption went around politicians,Things that matter. Pass 'em on.,
22452,lots corruption florida city new law awesome,Things that matter. Pass 'em on.,
22453,city florida really smart new way prevent politicians ruining everything,Things that matter. Pass 'em on.,
22454,heard dyslexia actually kinda cool even cooler solution,Things that matter. Pass 'em on.,
22455,oh dyslexia works kinda cool weird strange fix,Things that matter. Pass 'em on.,
22456,never got dyslexia works looks like weird sorta makes sense,Things that matter. Pass 'em on.,
22457,cool solution weird problem lot people brain,Things that matter. Pass 'em on.,
22458,heard dyslexia explains works solve weird cool,Things that matter. Pass 'em on.,
22459,last week news homelessness made happy free confused lonely time,Things that matter. Pass 'em on.,
22460,one funniest pranks seen internet teaches lesson want see,Things that matter. Pass 'em on.,A prank that teaches a lesson on cognitive dissonance.
22461,video kind made little sick made important thing clear,Things that matter. Pass 'em on.,
22462,funny mildly disturbing prank video gave much think expected,Things that matter. Pass 'em on.,
22463,take note probably sad noble thing government ever done,Things that matter. Pass 'em on.,
22464,take note probably sad noble thing government ever done,Things that matter. Pass 'em on.,
22465,take note probably sad noble thing government ever done,Things that matter. Pass 'em on.,
22466,take note probably sad noble thing government ever done,Things that matter. Pass 'em on.,
