,headline,excerpt,share_text
9102,science misleading fundamental truths,They told us we were rational and alone. A new science tells a new story.,
9103,young folks figured cut energy companies lives amused,"Big energy companies are scared this will become a model for the nation. Thus, the panic.",
9104,young folks figured cut energy companies lives amused,A greedy old power company decided to pick a fight with some young organized 20-somethings. Whoops.,
9105,young folks figured cut energy companies lives amused,"A ginormous energy company picked a fight with some 20-somethings and really, really, regretted it",
9106,young folks figured cut energy companies lives amused,One town with a bunch of college kids just figured out how to stop energy companies from robbing you.,
9107,know cell phone could things,Cell phones are the new superpowers.,
9108,know cell phone could things,Cell phones are the new superpowers.,
9109,know cell phone could things,Cell phones are the new superpowers.,
9110,know cell phone could things,Cell phones are the new superpowers.,
9111,college kids figured cut energy companies lives amused,One town just figured out how to stop energy companies from robbing you.,
9112,energy company plotting revenge punk kids took away toys,One town just figured out how to stop energy companies from robbing you.,
9113,young punks punked giant corporation easy money bilking,One town just figured out how to stop  companies from robbing you.,
9114,note giant corporation mess young punks brains money,One town just figured out how to stop energy companies from robbing you.,
9115,college kids figured cut energy companies lives amused,One town figures out how to protect themselves from being gouged. ,
9116,remember time little guy defeated big fancypants corporation game,One town figures out how to protect themselves from being gouged. ,
9117,cut power bill half stop town robbed blind,One town figures out how to protect themselves from being gouged. ,
9118,story david vs goliath time david way smarter corporate goliath,One town figures out how to protect themselves from being gouged. ,
9119,powerful weapon world one million people know use,"In some cases, it's killing them.",
9120,powerful weapon world one million people know use,"In some cases, it's killing them.",
9121,powerful weapon world one million people know use,"In some cases, it's killing them.",
9122,powerful weapon world one million people know use,"In some cases, it's killing them.",
9123,think silence dangerous really dangerous,Things that matter. Pass 'em on.,
9124,bunch young geniuses made corrupt corporation freak big time time round two,Some college kids figured out how to cut some awful monolithic companies out of our lives. They are not amused.,
9125,bunch young geniuses made corrupt corporation freak big time time round two,Some college kids figured out how to cut some awful monolithic companies out of our lives. They are not amused.,
9126,bunch young geniuses made corrupt corporation freak big time time round two,Some college kids figured out how to cut some awful monolithic companies out of our lives. YAY!,
9127,bunch young geniuses made corrupt corporation freak big time time round two,This is awesome.,
9128,bunch young geniuses made corrupt corporation freak big time time round two,YAY!,
9129,powerful weapon world one million people know use,"In some cases, it's killing them.",
9130,powerful weapon world one million people know use,"In some cases, it's killing them.",
9131,powerful weapon world one million people know use,"In some cases, it's killing them.",
9132,powerful weapon world one million people know use,"In some cases, it's killing them.",
9133,powerful weapon world one million people know use,"In some cases, it's killing them.",
9134,powerful weapon world one million people know use,"In some cases, it's killing them.",
9135,piano playing beautiful glad somewhere play,He just needed that one key. ,
9136,everything syria emergency room normal hospital visit looks like,Operating room in a tent. Wow. ,
9137,everything syria emergency room normal hospital visit looks like,Operating room in a tent. Wow. ,
9138,everything syria emergency room normal hospital visit looks like,Operating room in a tent. Wow. ,
9139,everything syria emergency room normal hospital visit looks like,Operating room in a tent. Wow. ,
9140,piano playing beautiful glad somewhere play,Besides in his head. ,
9141,piano playing beautiful glad somewhere play,Besides in his head. ,
9142,piano playing beautiful glad somewhere play,He just needed that one key. ,
9143,meet fox news doctor probably definitely failed sex ed,Things that matter. Pass 'em on.,
9144,meet fox news doctor probably definitely failed sex ed,This guy is a real doctor?,
9145,meet fox news doctor probably definitely failed sex ed,How is she laughing along?,
9146,meet fox news doctor probably definitely failed sex ed,"Go home, Fox News. You're drunk.",
9147,professional musicians record widow song wife heartbreaking amazing,This is what true love looks like.   ,
9148,pastor asks politician supports gay marriage think expecting reply,Things that matter. Pass 'em on.,
9149,pastor asks politician supports gay marriage think expecting reply,Things that matter. Pass 'em on.,
9150,pastor asks politician supports gay marriage expecting response,Things that matter. Pass 'em on.,
9151,pastor asks politician supports gay marriage seems prepared reply,Things that matter. Pass 'em on.,
9152,professional musicians record widow song wife heartbreaking amazing,This is what true love looks like.   ,
9153,f word okay say around children really hard explain,"How the actual #$%@ could we let this kill 30,000 kids in 3 months?",
9154,f word okay say around children really hard explain,"What killed 30,000 kids in 3 months made these celebrities f'n angry.",
9155,f word okay say around children really hard explain,"What killed 30,000 kids in 3 months has these celebrities shouting obscenities.",
9156,f word okay say around children really hard explain,"30,000 kids dead in 3 months? That's f----d up.",
9157,never guess quarter world prison population,Things that matter. Pass 'em on.,
9158,never guess quarter world prison population,Things that matter. Pass 'em on.,
9159,never guess quarter world prison population,Things that matter. Pass 'em on.,
9160,never guess quarter world prison population,Things that matter. Pass 'em on.,
9161,never thought see day even broad daylight dangerous love,A romantic walk should never end this way.,
9162,days broad daylight dangerous love,A romantic walk should never end this way.,
9163,possible broad daylight dangerous love,A romantic walk should never end this way.,
9164,pastor asks politician supports gay marriage seems prepared reply,Things that matter. Pass 'em on.,
9165,pastor asks politician supports gay marriage seems prepared reply,Things that matter. Pass 'em on.,
9166,pastor asks politician supports gay marriage seems prepared reply,Things that matter. Pass 'em on.,
9167,pastor asks politician supports gay marriage seems prepared reply,Things that matter. Pass 'em on.,
9168,pastor asks politician supports gay marriage seems prepared reply,Things that matter. Pass 'em on.,
9169,pastor asks politician supports gay marriage seems prepared reply,...aaaaand he does it live on television.,
9170,pastor asks politician supports gay marriage seems prepared reply,His face tells me he wasn't expecting that.,
9171,pastor asks politician supports gay marriage seems prepared reply,I don't think he was expecting that.,
9172,alyssa milano made sex tape really important watch joking,I don't share celebrity sex tapes. So don't panic when you click this. Pretty safe for work.,
9173,alyssa milano made sex tape really important watch joking,I don't share celebrity sex tapes. So don't panic when you click this. Pretty safe for work.,
9174,dad thinks gay choice words said back chosen better,"Things that matter. Pass 'em on.

",
9175,dad thinks gay choice words said back chosen better,"Things that matter. Pass 'em on.

",
9176,dad thinks gay choice words said back chosen better,"Things that matter. Pass 'em on.

",
9177,dad thinks gay choice words said back chosen better,"Things that matter. Pass 'em on.

",
9178,love jerks get called way jerkface called,Things that matter. Pass 'em on.,
9179,love jerks get called way jerkface called,Things that matter. Pass 'em on.,
9180,love jerks get called way jerkface called,Things that matter. Pass 'em on.,
9181,love jerks get called way jerkface called,Things that matter. Pass 'em on.,
9182,dad thinks gay choice words said back chosen better,"Things that matter. Pass 'em on.

",
9183,dad thinks gay choice words said back chosen better,"Things that matter. Pass 'em on.

",
9184,dad thinks gay choice words said back chosen better,"Things that matter. Pass 'em on.

",
9185,dad thinks gay choice words said back chosen better,"Things that matter. Pass 'em on.

",
9186,images illustrate killing people middle night,"The deadly disease that is still a pressing, global problem.",
9187,disease killing people middle night,"The deadly disease that is still a pressing, global problem.",
9188,images illustrate taking many lives people sleep,"The deadly disease that is still a pressing, global problem.",
9189,haunting way show disease dead night,"The deadly disease that is still a pressing, global problem.",
9190,hard believe woman end video woman beginning,You'll wanna rewind it immediately.,
9191,hard believe woman end video woman beginning,You'll wanna rewind it immediately.,
9192,happens really powerful idea takes fast food strikes go viral,Things that matter. Pass 'em on.,
9193,watch protests low wages spread like wildfire,Things that matter. Pass 'em on.,
9194,kind animated map tells us something happening,Things that matter. Pass 'em on.,
9195,coming soon city near fast food strikes,Things that matter. Pass 'em on.,
9196,little boy determined educate autism,Things that matter. Pass 'em on.,
9197,forget wikipedia gonna ask year old anthony autism questions,Things that matter. Pass 'em on.,
9198,listen kid describe autism words,Things that matter. Pass 'em on.,
9199,meet anthony educate us one perplexing obvious signs autism,Things that matter. Pass 'em on.,
9200,kids pretty normal dreams chances fitting low,Things that matter. Pass 'em on.,
9201,know people say everyone america know english american language,Things that matter. Pass 'em on.,
9202,complain sound video listen,Things that matter. Pass 'em on.,
9203,young actors show us done done surprise,Things that matter. Pass 'em on.,
9204,know people say everyone america know english american language,Things that matter. Pass 'em on.,
9205,know people say everyone america know english american language,Things that matter. Pass 'em on.,
9206,know people say everyone america know english american language,Things that matter. Pass 'em on.,
9207,know people say everyone america know english american language,Things that matter. Pass 'em on.,
9208,meet anthony educate us one perplexing obvious signs autism,Things that matter. Pass 'em on.,
9209,meet anthony educate us one perplexing obvious signs autism,Things that matter. Pass 'em on.,
9210,meet anthony educate us one perplexing obvious signs autism,Things that matter. Pass 'em on.,
9211,meet anthony educate us one perplexing obvious signs autism,Things that matter. Pass 'em on.,
9212,happens really powerful idea takes fast food strikes go viral,Things that matter. Pass 'em on.,
9213,happens really powerful idea takes fast food strikes go viral,Things that matter. Pass 'em on.,
9214,happens really powerful idea takes fast food strikes go viral,Things that matter. Pass 'em on.,
9215,happens really powerful idea takes fast food strikes go viral,Things that matter. Pass 'em on.,
9216,journalist asked network cover paris hilton instead,Watch a reporter be told to report on something stupid and keep her dignity while freaking out.,
9217,journalist asked network cover paris hilton declined epically,Watch a reporter be told to report on something stupid and keep her dignity while freaking out.,
9218,journalist asked network cover paris hilton response epic,Watch a reporter be told to report on something stupid and keep her dignity while freaking out.,
9219,journalist stands network asked cover paris hilton incredible,Watch a reporter be told to report on something stupid and keep her dignity while freaking out.,
9220,half us illegal act graduated college okay,Things that matter. Pass 'em on.,
9221,half us illegal act graduated college okay,Things that matter. Pass 'em on.,
9222,half us illegal act graduated college okay,Things that matter. Pass 'em on.,
9223,half us illegal act graduated college okay,Things that matter. Pass 'em on.,
9224,never thought see day even broad daylight dangerous love,A romantic walk should never end this way.,
9225,never thought see day even broad daylight dangerous love,Dates should never end this way.,
9226,never thought see day even broad daylight dangerous love,It shouldn't ever end this way.,
9227,never thought see day even broad daylight dangerous love,Wow.,
9228,everyone unpaid internship know,Things that matter. Pass 'em on.,
9229,everyone unpaid internship know,Things that matter. Pass 'em on.,
9230,everyone unpaid internship know,Things that matter. Pass 'em on.,
9231,everyone unpaid internship know,Things that matter. Pass 'em on.,
9232,probably win grammy music literally saves lives,But I want to nominate her for singer-songwriter of the year anyway.,
9233,probably win grammy music saves lives literally,But I want to nominate her for singer-songwriter of the year anyway.,
9234,maybe grammy music saves lives anyway,But I want to nominate her for singer-songwriter of the year anyway.,
9235,win grammy music literally saves lives,But I want to nominate her for singer-songwriter of the year anyway.,
9236,matter think intervening syria one voice hear,"Should America be more like Sweden?
",
9237,matter think intervening syria one voice hear,"3 reasons we shouldn't bomb and 1 thing we could actually do to help. 
",
9238,matter think intervening syria one voice hear,Cable news host takes on morally complex issue with exceeding care. ,
9239,matter think intervening syria one voice hear,This one doesn't let anyone with a conscience off the hook. ,
9240,conflict syria explained minutes,Get right into the eye of the sh*tstorm. ,
9241,conflict syria explained minutes,So this is what everyone in Congress is talking about? ,
9242,conflict syria explained minutes,This will definitely help explain the front page of your newspaper. ,
9243,conflict syria explained minutes,Anything that's got folks in Congress actually doing their jobs is worth understanding. ,
9244,find origins igloo cocoon thing beauty kinda dirty,Things that matter. Pass 'em on.,
9245,honestly way cooler informative earth day poster,Things that matter. Pass 'em on.,
9246,hard say made sh ton waste kinda beautiful,Things that matter. Pass 'em on.,
9247,hella cool way rock environmental awareness,Things that matter. Pass 'em on.,
9248,know people say everyone america know english american language,Don't adjust your volume. You might miss something important.,
9249,know say everyone america know english american language,Don't adjust your volume. You might miss something important.,
9250,people say everyone america know english american language,Don't adjust your volume. You might miss something important.,
9251,people say everyone america speak english american language,Don't adjust your volume. You might miss something important.,
9252,folks oregon took tragedy found great use,Things that matter. Pass 'em on.,
9253,looks like folks oregon right idea make country safer,Things that matter. Pass 'em on.,
9254,half us perform illegal act graduate college really okay,It's pretty likely your son or daughter is doing it.,
9255,half us perform illegal act graduate college really okay,It's pretty likely your son or daughter is doing it.,
9256,half us perform illegal act graduate college really okay,It's pretty likely your son or daughter is doing it.,
9257,half us perform illegal act graduate college really okay,It's pretty likely your son or daughter is doing it.,
9258,looks like oregon right idea make country safer,Things that matter. Pass 'em on.,
9259,guy back day heinous decided make amends honorable,​He handles his mistakes more maturely than anyone I've ever seen.,
9260,guy back day horrific decided make amends honorable,​He handles his mistakes more bravely than anyone I've ever seen.,
9261,oregon filmmaker right idea make country way safer,Things that matter. Pass 'em on.,
9262,guy back day shameful decided make amends honorable,​He handles his mistakes more bravely than anyone I've ever seen.,
9263,guy back day selfish awful decided make amends honorable,​He handles his mistakes more bravely than anyone I've ever seen.,
9264,guy back day heinous decided make amends honorable,​He handles his mistakes more maturely than anyone I've ever seen.,
9265,guy back day shameful decided make amends honorable,​He handles his mistakes more maturely than anyone I've ever seen.,
9266,guy back day horrifying decided make amends honorable,​He handles his mistakes more maturely than anyone I've ever seen.,
9267,guy back day heinous decided make amends,​He handles his mistakes more maturely than anyone I've ever seen.,
9268,half us perform illegal act graduate college really ok,It's pretty likely your son or daughter is doing it.,
9269,half us perform illegal act graduate college really ok,It's pretty likely your son or daughter is doing it.,
9270,half us participate illegal act graduate college really ok,It's pretty likely your son or daughter is doing it.,
9271,half us perform illegal act graduate college really ok,It's pretty likely your son or daughter is doing it.,
9272,half us victims crime graduate college really ok,It's pretty likely your son or daughter is doing it.,
9273,half us victims certain crime graduate college really ok,It's pretty likely your son or daughter is doing it.,
9274,half us victims illegal act graduate college really ok,It's pretty likely your son or daughter is doing it.,
9275,half us victims illegal act graduate college really ok,It's pretty likely your son or daughter is doing it.,
9276,half us victims illegal act graduate college really ok,It's pretty likely it's happened to your son or daughter.,
9277,looks like oregon right idea make country safer,Things that matter. Pass 'em on.,
9278,looks like oregon right idea make country safer,"I'll give you a hint, it has to do with saving lives.",
9279,looks like oregon right idea make country safer,Well maybe not the state - states don't have ideas! But their best and brightest do. ,
9280,looks like oregon right idea make country safer,"Just a few quick changes and everyone can get back to what they love. People, guns, etc.",
9281,looks like oregon right idea make country safer,Way to take a tragic moment in our history and use it to help our future - yes!,
9282,guy back day shameful decided make amends gut wrenching,​He handles his mistakes more maturely than anyone I've ever seen.,
9283,guy back day shameful decided make amends gut wrenching,​He handles his mistakes more maturely than anyone I've ever seen.,
9284,guy back day shameful decided make amends gut wrenching,​He handles his mistakes more maturely than anyone I've ever seen.,
9285,guy back day shameful decided make amends gut wrenching,​He handles his mistakes more maturely than anyone I've ever seen.,
9286,guy back day shameful decided make amends gut wrenching,​He handles his mistakes more maturely than anyone I've ever seen.,
9287,awe inspiring thing consider origin universe place,We get chills every time we watch this.,
9288,awe inspiring thing consider place universe,We get chills every time we watch this.,
9289,listen syrian children tell world really happening,Things that matter. Pass 'em on.,
9290,decision head syria gets stewart treatment,Things that matter. Pass 'em on.,
9291,decision head syria gets stewart treatment,"America's doin' the world police thing again, so why not do a quick side-by-side history comparison.",
9292,decision head syria gets stewart treatment,"""Uncle Johnny Stew's good time Syria jamboree"" plays the right tune about our involvement.",
9293,decision head syria gets stewart treatment,Wait for the part about our d*ck measuring ribbon process. Totally worth it.,
9294,listen syrian children tell world really happening,Things that matter. Pass 'em on.,
9295,listen syrian children tell world really happening,Things that matter. Pass 'em on.,
9296,listen syrian children tell world really happening,Things that matter. Pass 'em on.,
9297,whoa attention walmart shoppers flash mob aisle,"Forget flash mob, this is more like flash-stepping for justice.",
9298,whoa attention walmart shoppers flash mob aisle,Things that matter. Pass 'em on.,
9299,cute thought notice trying rip us,Someone actually thinks this is a a good idea?,
9300,giant force planning rob soon staring moment,Someone actually thinks this is a a good idea?,
9301,fake marketing executive trying sell something already paid think work,Someone actually thinks this is a a good idea?,
9302,companies making children read unless top mountain,Someone actually thinks this is a a good idea?,
9303,neighbors children homework,Someone actually thinks this is a a good idea?,
9304,remember movie birds one scary real,Things that matter. Pass 'em on.,
9305,remember movie birds one scary real,Things that matter. Pass 'em on.,
9306,remember movie birds one scary real,Things that matter. Pass 'em on.,
9307,remember movie birds one scary real,Things that matter. Pass 'em on.,
9308,honestly way cooler informative earth day poster,It's hard to say this but they made a sh*t ton of waste kinda beautiful.,
9309,honestly way cooler informative earth day poster,A hella cool way to rock environmental awareness.,
9310,honestly way cooler informative earth day poster,How they made all this stuff beautiful is mesmerizing.,
9311,honestly way cooler informative earth day poster,An epic example of how big the actual problem is.,
9312,kid discovered something see,Could be more dangerous than sharks.,
9313,kid uncovered something see,Could be more dangerous than sharks.,
9314,see kid uncovered,Could be more dangerous than sharks.,
9315,man kept secret life kind secret probably thinking,Would you say this man is NOT an American?,
9316,first time tried kill first time spoke saved lives,"""You only cry for help if you believe there is help to cry for,""​​ says the now famous, and very much alive, role model. ",
9317,first time tried kill first time spoke saved lives,"""You only cry for help if you believe there is help to cry for,""​​ says the now famous, and very much alive, role model. ",
9318,boy tries commit suicide age becomes awesome role model,"""You only cry for help if you believe there is help to cry for,""​​ says the now famous, and very much alive, role model. ",
9319,gay year old boy tried end life bullied thankfully failed,"""You only cry for help if you believe there is help to cry for,""​​ says the now famous, and very much alive, role model. ",
9320,friends amazing big deal,Things that matter. Pass 'em on.,
9321,friends amazing big deal,Things that matter. Pass 'em on.,
9322,friends amazing big deal,Things that matter. Pass 'em on.,
9323,friends amazing big deal,Things that matter. Pass 'em on.,
9324,monetary incentive let leftovers get moldy,Things that matter. Pass 'em on.,
9325,monetary incentive let leftovers get moldy,Things that matter. Pass 'em on.,
9326,monetary incentive let leftovers get moldy,Things that matter. Pass 'em on.,
9327,monetary incentive let leftovers get moldy,Things that matter. Pass 'em on.,
9328,day one new york grabbed rifles grabbed bandanas shovels started digging,Things that matter. Pass 'em on.,
9329,day one new york grabbed rifles grabbed bandanas shovels started digging,Things that matter. Pass 'em on.,
9330,day one new york grabbed rifles grabbed bandanas shovels started digging,Things that matter. Pass 'em on.,
9331,day one new york grabbed rifles grabbed bandanas shovels started digging,Things that matter. Pass 'em on.,
9332,day one new york grabbed rifles grabbed bandanas shovels started digging,Things that matter. Pass 'em on.,
9333,unbelievable discovery end medical marvels national geographic,Things that matter. Pass 'em on.,
9334,think nature hold answers watch surgeons tackle brain tumors,Things that matter. Pass 'em on.,
9335,brain surgeons needed help surgery find unlikely place,Things that matter. Pass 'em on.,
9336,hey mr brain tumor hope brain surgeons kick ass,Things that matter. Pass 'em on.,
9337,remember movie birds one scary real,Things that matter. Pass 'em on.,
9338,remember movie birds one scary real,Things that matter. Pass 'em on.,
9339,remember movie birds one scary real,Things that matter. Pass 'em on.,
9340,remember movie birds one scary real,Things that matter. Pass 'em on.,
9341,brain cancer patient tries stand first time destroys,"You'll be in tears by the end of this. But just from laughing, I swear. ",
9342,brain cancer patient hops stage tells jokes thundering ovation follows,"You'll be in tears by the end of this. But just from laughing, I swear. ",
9343,cancer patient finally tries stand comedy tears laughing swear,"You'll be in tears by the end of this. But just from laughing, I swear. ",
9344,brain cancer patient tries stand comedy first time earns standing ovation,"You'll be in tears by the end of this. But just from laughing, I swear. ",
9345,funny look scary future hope never happen oh wait,Things that matter. Pass 'em on.,
9346,welcome future life jackets obsolete life generally awkward,Things that matter. Pass 'em on.,
9347,never thought say going miss swimsuit season,Things that matter. Pass 'em on.,
9348,fun games someone loses access basic human necessity,Things that matter. Pass 'em on.,
9349,fit saving world busy schedule,"Go ahead and check ""make the world a better place"" off your to-do list.",
9350,fit saving world busy busy schedule,"Go ahead and check ""make the world a better place"" off your to-do list.",
9351,busy save world helpful infographic even craziest schedule,"Go ahead and check ""make the world a better place"" off your to-do list.",
9352,busy save world helpful infographic even craziest schedule,"Imagine how good it's going to feel to check ""make the world a better place"" off your to-do list.",
9353,busy save world helpful infographic even craziest schedule,"Imagine how good it's going to feel to check ""make the world a better place"" off your to-do list.",
9354,going invade syria explained perfectly dead comedian,Things that matter. Pass 'em on.,
9355,going invade syria explained perfectly dead comedian,Things that matter. Pass 'em on.,
9356,going invade syria explained perfectly dead comedian,Things that matter. Pass 'em on.,
9357,going invade syria explained perfectly dead comedian,Things that matter. Pass 'em on.,
9358,chris rock absolute favorite hilarious solution gun violence,Things that matter. Pass 'em on.,
9359,solution gun violence real hysterical favorite solution far,Things that matter. Pass 'em on.,
9360,chris rock says keep guns got solution gun control bit left field,Things that matter. Pass 'em on.,
9361,chris rock made suggestion gun control mostly terrible idea kinda fantastic,Things that matter. Pass 'em on.,
9362,provides jobs literally disappearing eyes,Things that matter. Pass 'em on.,
9363,provides jobs literally disappearing eyes,"What a silly video! Good thing it's not real life. Oh wait, it is.",
9364,provides jobs literally disappearing eyes,It's all fun and games until someone loses access to a basic human right.,
9365,provides jobs literally disappearing eyes,"Welcome to the future, where life jackets are obsolete and life is generally awkward.",
9366,kid found something see,Could be more dangerous than sharks.,
9367,remember movie birds one scary real,Alfred Hitchcock made the scariest bird film? WRONG.,
9368,remember movie birds one scary real,Alfred Hitchcock actually didn't make the scariest bird film. ,
9369,remember movie birds one scary real,I thought Alfred Hitchcock made the most terrifying bird flick. I was wrong.,
9370,remember movie birds one scary real,I thought Alfred Hitchcock made the scariest bird film. I was wrong.,
9371,man kept secret life kind secret probably thinking,A secret that is now his calling card. ,
9372,meet reason taliban afraid year old girls,She was banned from school 4 years ago. Look at her now.,
9373,meet reason terrorists afraid year old girls,She was banned from school 4 years ago. Look at her now.,
9374,meet reason taliban afraid teenage girls,She was banned from school 4 years ago. Look at her now.,
9375,taliban terrified teenage girl,She was banned from school 4 years ago. Look at her now.,
9376,orange may new black happens person wearing uniform mom,Things that matter. Pass 'em on.,
9377,words really come conan mouth,The greatest text message of all time. ,
9378,watch amazing things happen also share,The greatest text message of all time. ,
9379,world takes conan advice amazing things happen,The greatest text message of all time. ,
9380,women behind bars really important job need help better,Things that matter. Pass 'em on.,
9381,women behind bars really important job help better,Things that matter. Pass 'em on.,
9382,bet women jail care something important color clothes,Things that matter. Pass 'em on.,
9383,hi beautiful hopefully know,Things that matter. Pass 'em on.,
9384,message everyone thinks beautiful pictures,Things that matter. Pass 'em on.,
9385,everyone took selfies world would better place,Things that matter. Pass 'em on.,
9386,let pave world pictures,Things that matter. Pass 'em on.,
9387,think seeing little male nudity tv explicit time hear hard truth,Things that matter. Pass 'em on.,
9388,think seeing little male nudity tv explicit time hear hard truth,Ever wonder why strategically placed bedsheets in Hollywood love scenes always miss a certain area?,
9389,think seeing little male nudity tv explicit time hear hard truth,The Sunday night double standard gets hilariously spoofed.,
9390,think seeing little male nudity tv explicit time hear hard truth,"You know, these ladies really have a point about something most of us don't even notice.",
9391,going introduce president united states instead got standing ovation,"Yea, that happened. In America.",
9392,going introduce president instead got standing ovation,"Yea, that happened. In America.",
9393,going introduce president obama instead got standing ovation,"Yea, that happened. In America.",
9394,going introduce president went standing ovation instead,"Yea, that happened. In America.",
9395,reason easternized familiar word,Things that matter. Pass 'em on.,
9396,would happen someone told white person needed look asian,Things that matter. Pass 'em on.,
9397,surgery tv host beauty much,Things that matter. Pass 'em on.,
9398,hollywood stayed quiet tv host done something changed life forever,Things that matter. Pass 'em on.,
9399,remember movie birds one scary real,Alfred Hitchcock actually didn't make the scariest bird film. ,
9400,remember movie birds one scary real,Fun fact: Hitchcock actually didn't make the scariest bird film. ,
9401,remember movie birds one scary real,This scares me much more than Hitchcock ever could.,
9402,remember movie birds one scary real,It's just... the scariest film. ,
9403,touching moment reunite mother years iron fence,Things that matter. Pass 'em on.,
9404,like mother child reunion ever seen,Things that matter. Pass 'em on.,
9405,hey america want see laws families,Things that matter. Pass 'em on.,
9406,immigration reform looks like heartbreaking minutes,Things that matter. Pass 'em on.,
9407,message everyone thinks beautiful pictures,Things that matter. Pass 'em on.,
9408,message everyone thinks beautiful pictures,Things that matter. Pass 'em on.,
9409,message everyone thinks beautiful pictures,Things that matter. Pass 'em on.,
9410,love story worthy nicholas sparks movie see theaters,Things that matter. Pass 'em on.,
9411,small change dropped bridge suicide rate,Things that matter. Pass 'em on.,
9412,small change dropped bridge suicide rate,Things that matter. Pass 'em on.,
9413,sex apparently women become zombie like men less aggressive hey blame brain,Things that matter. Pass 'em on.,
9414,reason easternized familiar word,Things that matter. Pass 'em on.,
9415,eyelid surgery world would someone get,Things that matter. Pass 'em on.,
9416,could plastic surgery beauty,Things that matter. Pass 'em on.,
9417,news anchor get eyelid surgery,Things that matter. Pass 'em on.,
9418,female gang attack sexual predators rapists tell else,Things that matter. Pass 'em on.,
9419,ignored women took fight hands,Things that matter. Pass 'em on.,
9420,women quite literally definition kick ass women,Things that matter. Pass 'em on.,
9421,men abuse women afraid gang dressed pink armed sticks,Things that matter. Pass 'em on.,
9422,greenpeace pulls ingenious prank shell oil award ceremony,It's nice to see David beat Goliath every once in a while.,
9423,greenpeace pulls one greatest pranks shell oil sponsored race,It's nice to see David beat Goliath every once in a while.,
9424,trying prank huge corporation like shell oil greenpeace,It's nice to see David beat Goliath every once in a while.,
9425,greenpeace pulls ingenious prank shell award ceremony,It's nice to see David beat Goliath every once in a while.,
9426,beautiful flash mob marriage proposal adorableness aisle,Things that matter. Pass 'em on.,
9427,beautiful flash mob marriage proposal adorableness aisle,Don't you love a good surprise in the lumber aisle?,
9428,beautiful flash mob marriage proposal adorableness aisle,Don't you love a good surprise in a big box store?,
9429,beautiful flash mob marriage proposal adorableness aisle,"Fantastic, wonderful ... and synchronized!",
9430,debate atheist christian quite surprising result,One's a heathen and the other is the son of a nun. No lie.,
9431,debate atheist christian quite surprising result,Well... I wasn't expecting that.,
9432,debate atheist christian quite surprising result,Me: 0_o ,
9433,debate atheist christian quite surprising result,Things that matter. Pass 'em on.,
9434,message everyone thinks beautiful pictures,Things that matter. Pass 'em on.,
9435,like mother child reunion ever seen,"Hey, America. Want to see what our laws do to families?",
9436,like reunion ever seen,"Hey, America. Want to see what our laws do to families?",
9437,like mother child reunion ever seen,"Hey, America. Want to see what our laws do to families?",
9438,like mother child reunion ever seen,"Hey, America. Want to see what our laws do to families?",
9439,man kept secret life kind secret probably thinking,Can you really define what an American is?,
9440,restaurant owners thought could pull fast one workers wrong move dudes,Things that matter. Pass 'em on.,
9441,restaurant owners thought could pull fast one workers wrong move dudes,Things that matter. Pass 'em on.,
9442,restaurant owners thought could pull fast one workers wrong move dudes,Things that matter. Pass 'em on.,
9443,restaurant owners thought could pull fast one workers wrong move dudes,Things that matter. Pass 'em on.,
9444,man kept secret life kind secret probably thinking,Things that matter. Pass 'em on.,
9445,restaurant owners thought could pull fast one workers wrong move dudes,Things that matter. Pass 'em on.,
9446,restaurant owners thought could pull fast one workers wrong move dudes,Us little people usually get crushed by the Goliaths of the world. Not this time.,
9447,restaurant owners thought could pull fast one workers wrong move dudes,These workers got together to change things. They had no idea the kind of ride they were in for. ,
9448,restaurant owners thought could pull fast one workers wrong move dudes,"Remember the 'David And Goliath' story? This is kinda like that, but Goliath is a restaurant.",
9449,humans terrible might agree see thing,Things that matter. Pass 'em on.,
9450,humans terrible might agree see thing,SIGH.,
9451,humans terrible might agree see thing,What's black and white and dead all over?,
9452,humans terrible might agree see thing,You're going to see a lot of skeletons in this trailer — but they aren't the most alarming part.,
9453,arrest care know right,Things that matter. Pass 'em on.,
9454,see sweet sight people holding politicians accountable,Things that matter. Pass 'em on.,
9455,politicians try sneakily slip life threatening plan past public fail,Things that matter. Pass 'em on.,
9456,people stopping politicians making money something would ruin country sign,Things that matter. Pass 'em on.,
9457,female gang beat crap sexual predators rapists tell else,Things that matter. Pass 'em on.,
9458,pink gang attacks sexual predators rapists harm tell else,Things that matter. Pass 'em on.,
9459,pink gang attacks abusers rapists tell else,Things that matter. Pass 'em on.,
9460,pink female gang attacks rapists give damn think,Things that matter. Pass 'em on.,
9461,want inspired failure got graduation speech,The best advice I've ever heard from a graduation speaker that mentions monkeys.,
9462,want inspired failure got graduation speech,The best advice I've ever heard from a graduation speaker that mentions monkeys.,
9463,want inspired failure got graduation speech,The best advice I've ever heard from a graduation speaker that mentions monkeys.,
9464,want inspired failure got graduation speech,The best advice I've ever heard from a graduation speaker that mentions monkeys.,
9465,usually tampon ads give cramps headache one makes smile,"The most honest ad for ""lady-business"" I've ever seen. Period.",
9466,usually tampon ads give cramps headache one makes smile,"The most honest ad for ""lady-business"" I've ever seen. Period.",
9467,usually tampon ads give cramps headache one makes smile,"The most honest ad for ""lady-business"" I've ever seen. Period.",
9468,usually tampon ads give cramps headache one makes smile,"The most honest ad for ""lady-business"" I've ever seen. Period.",
